"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","cluster","label"
"34","HALLMARK_BILE_ACID_METABOLISM",0.471569218404661,0.693484144712737,-0.353297128431183,-0.955890305518484,2346,111,"Lck, Idh2, Ch25h, Pfkm, Slc29a1, Abca8b, Cyp39a1, Fads1, Phyh, Aqp9, Abca9, Lipe, Pecr, Acsl5, Aldh1a1, Hsd17b11, Pex16, Idi1","CombovsBMS","Ribo_vs_DMSO"
"35","HALLMARK_UV_RESPONSE_DN",0.558763725091501,0.776060729293751,0.315847487483693,0.95145318309051,2747,144,"Prdm2, Sipa1l1, Pik3r3, Cdc42bpa, Prkca, Atrn, Aggf1, Irs1, Smad3, Amph, Prkce, Apbb2, Zmiz1, Tjp1, Map1b, Scn8a, Pias3, Cdk13, Atrx, Adgrl2, Phf3, Atp2c1, Prkar2b, Fyn, Lamc1, Notch2, Pten, Scaf8, Mios, Cacna1a, Mapk14, Grk5, Arhgef9, Nipbl, Add3, Acvr2a, Col11a1, Ythdc1, Bmpr1a, Cdon","CombovsBMS","Ribo_vs_DMSO"
"36","HALLMARK_XENOBIOTIC_METABOLISM",0.551380368098159,0.776060729293751,-0.324108534129926,-0.92710514909649,2875,192,"Tmem176b, Gsr, Slc1a5, Psmb10, Ddah2, Fbln1, Hes6, Shmt2, Sar1b, Arpp19, Ndrg2, Ech1, Epha2, Aco2, Comt, Pemt, Aqp9, Pycr1, Esr1, Upp1, Tgfb2, Mthfd1, Slc35b1, Ap4b1, Cyb5a, Adh5, Bcat1, Aox1, Dhrs1, Alas1, Lcat, Cyp2j6, Tmem97, Id2, Igf1, Ninj1, Gart, Gstt2, Hsd11b1, Gcnt2, Enpep, Slc46a3, Pdk4, Nmt1, Gch1, Car2, Blvrb, Upb1, Ephx1, Sertad1","CombovsBMS","Ribo_vs_DMSO"
"37","HALLMARK_APICAL_JUNCTION",0.597033632755379,0.802087151512538,0.30302859909102,0.94438869444424,2857,197,"Nfasc, Pkd1, Taok2, Cntn1, Nrxn2, Tro, Pik3r3, Wnk4, Myh10, Nlgn2, Baiap2, Irs1, Tmem8b, Nlgn3, Plcg1, Tsc1, Nectin1, Tjp1, Evl, Cdh8, Cadm2, Exoc4, Cdh4, Cd276, Ikbkg, Pik3cb, Wasl, Vcl, Pten, Nf1, Pals1, Actn4, Cdk8, Cadm3, Mapk14, Nf2, Itgb1, Sympk, Adam9, Nectin3, Parva, Cdh3, Vcan, Mpzl1","CombovsBMS","Ribo_vs_DMSO"
"38","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.609586235149529,0.802087151512538,-0.340855589771048,-0.875181500762462,2975,71,"Ldlr, Cxcl16, Fdft1, Ech1, Stard4, Plscr1, Ebp, Nsdhl, Cyp51, Fbxo6, Hmgcs1, Sc5d, Trib3, Pparg, Pmvk, Antxr2, Idi1, Fabp5, Hmgcr, Tmem97, Pdk3, Gstm7, Niban1, Dhcr7, Nfil3, Atf3, Atf5, Sema3b","CombovsBMS","Ribo_vs_DMSO"
"39","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.658349328214971,0.844037600275604,-0.307249546376855,-0.880366283817358,3429,195,"Pdlim3, Ablim1, Scarb1, Mreg, Retreg1, Frk, Myb, Hspb8, Wwc1, Nxt1, Fdft1, Syt12, Rbbp8, Gja1, Endod1, Sybu","CombovsBMS","Ribo_vs_DMSO"
"40","HALLMARK_SPERMATOGENESIS",0.689015973180832,0.86126996647604,-0.308660254445898,-0.85469189856879,3493,134,"Art3, Cdk1, Rfc4, Parp2, Septin4, Aurka, Ncaph, Dbf4, Taldo1, Ccna1, Kif2c, Nphp1, Ezh2, Mlf1, Rad17, Topbp1, Hspa2, Vdac3, Gstm5, Gapdhs, Nek2, Zc3h14, Ccnb2, Pacrg","CombovsBMS","Ribo_vs_DMSO"
"41","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.714669738863287,0.871548462028399,-0.300008285217737,-0.858287492071824,3721,193,"Tpm1, Cap2, Tpm4, Tpm2, Fbln1, Sfrp4, Mcm7, Gja1, Sntb1, Fap, Oxtr, Timp3, Gpx7, Tgfbi, Ppib, Myl9, Mgp, Basp1, Loxl1, Dpysl3, Fermt2, Cdh2, Vcam1, Pdlim4, Sgcd, Mest, Ecm2, Id2, Gpc1, Tnfaip3, Vegfc, Pcolce2, Plod2, Rgs4, Acta2, Nt5e, Nnmt, Itga2, Pmepa1, Gas1, Glipr1, Sgcg, Jun, Nid2","CombovsBMS","Ribo_vs_DMSO"
"42","HALLMARK_NOTCH_SIGNALING",0.740041928721174,0.881002296096636,-0.345647431183635,-0.795233272271817,3529,32,"St3gal6, Psenen, Sap30, Hes1, Kat2a","CombovsBMS","Ribo_vs_DMSO"
"43","HALLMARK_HEDGEHOG_SIGNALING",0.777990797546012,0.889193212833776,0.333240019454807,0.814465386286519,4057,36,"Cdk5r1, Ophn1, Ptch1, L1cam, Rtn1, Nf1, Hey2, Slit1, Celsr1, Hey1, Tle1, Rasa1, Amot","CombovsBMS","Ribo_vs_DMSO"
"44","HALLMARK_PANCREAS_BETA_CELLS",0.782490027293722,0.889193212833776,-0.327506158533986,-0.772888292332093,3726,39,"Sec11a, Srp14, Spcs1, Elp4, Pax6, Dpp4, Lmo2, Isl1, Srprb","CombovsBMS","Ribo_vs_DMSO"
"45","HALLMARK_APICAL_SURFACE",0.821972065874505,0.893447897689679,-0.314573107642992,-0.75538865015009,3942,44,"Brca1, Hspb1, Mal, Lyn, Slc2a4, Crybg1, Pcsk9, Gstm5, Efna5, Il2rb, Rtn4rl1, Gas1, Ntng1, B4galt1, Akap7, Cd160, Thy1","CombovsBMS","Ribo_vs_DMSO"
"46","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.815831663326653,0.893447897689679,-0.294712394292377,-0.795145129705539,4070,108,"Hspa9, Chac1, Sec11a, Eif2s1, Banf1, Exosc5, Rrp9, Mthfd2, Exosc10, Cebpg, Eif4a3, Atf4, Ddx10, Eif4ebp1, Imp3, Nop56, Spcs1, Exosc2, Rps14, Npm1, Eif4a1, Lsm4, Parn, Dkc1, Sdad1, Exosc9, Eif4e, Nhp2, Nolc1, Asns, Nop14, Bag3","CombovsBMS","Ribo_vs_DMSO"
"47","HALLMARK_KRAS_SIGNALING_DN",0.944931163954944,0.956601095112553,0.263613280439606,0.820296461677427,4529,193,"Entpd7, Slc38a3, Kmt2d, Chst2, Btg2, Slc25a23, Dcc, Tent5c, Nr6a1, Sox10, Mast3, Hsd11b2, Slc29a3, Plag1, Tcf7l1, Lfng, Brdt, Kcnd1, Thnsl2, Stag3","CombovsBMS","Ribo_vs_DMSO"
"48","HALLMARK_COAGULATION",0.956601095112553,0.956601095112553,0.26437171559046,0.789689236508096,4716,134,"Usp11, Capn5, Klf7, Lta4h, Casp9, Fyn, Sh2b2, Prep, Rabif, Mmp14, Lrp1, Adam9, Rapgef3, Bmp1, Fn1, Comp, Dusp14, Tfpi2, Ctsb, Mmp11, Mmp15, Plek, Clu, Rac1, Furin, Gp9, Plau, F8","CombovsBMS","Ribo_vs_DMSO"
"49","HALLMARK_ANDROGEN_RESPONSE",0.926496739774748,0.956601095112553,0.275371534580317,0.786994808692306,4688,95,"Ccnd1, Gpd1l, Tsc22d1, Ncoa4, Abhd2, Herc3, Pias1, Zmiz1, Ube2j1, Lifr, Appbp2, Pgm3, Lman1, Sat1, Ngly1, Gnai3, Rab4a, Rps6ka3, Ank","CombovsBMS","Ribo_vs_DMSO"
"50","HALLMARK_PEROXISOME",0.919193934557063,0.956601095112553,-0.277344236774886,-0.745068234096269,4606,101,"Idh2, Sema3c, Abcb1a, Cnbp, Ech1, Fads1, Ywhah, Hras, Msh2, Top2a, Pex11b, Ercc1, Acot8, Acsl5, Aldh1a1, Hsd17b11, Crabp2, Idi1, Acsl4, Bcl10, Slc35b2, Pex14, Dhcr24","CombovsBMS","Ribo_vs_DMSO"
